scenario_id	application	screen_flow	reference_state	current_main_state	components_involved	visual_proof	interaction_proof	current_defect_regression	root_component_owners	app_owner	owning_task_ids
TP-002	tablepro	Connections navigation	tablepro-scenarios.tsv#TP-002; O:app_tests.rs:125;connections.rs:440	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	tree/focus/footer	REQUIRED-UNCAPTURED V:TP-002; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-002	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	collections;runtime-input;scroll-parity;theme-paint	tablepro-connections	TASK-005;TASK-058;TASK-064;TASK-069
TP-003	tablepro	Connection filter	tablepro-scenarios.tsv#TP-003; O:connections.rs:440,327	inert painted filter; M:apps/tablepro/src/app.rs	input/tree/empty	REQUIRED-UNCAPTURED V:TP-003; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-003	TP-FILTER-PAINT: paint_legacy_filter does not create oracle editable search control	chrome;collections;fields-edit;runtime-input;scroll-parity;text-core;theme-paint	tablepro-connections	TASK-005;TASK-058;TASK-064;TASK-069
TP-004	tablepro	Connection hover and actions	tablepro-scenarios.tsv#TP-004; O:app.rs:211,1867;connections.rs:738	wrong connection-details hit target; M:apps/tablepro/src/app.rs	button/hit/focus	REQUIRED-UNCAPTURED V:TP-004; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-004	TP-CONNECTION: entire details click connects; oracle independently identifies actions	chrome;runtime-input;theme-paint	tablepro-connections	TASK-005;TASK-058;TASK-064;TASK-069
TP-005	tablepro	Connect success stages	tablepro-scenarios.tsv#TP-005; O:connections.rs:384;app_tests.rs:125	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	progress/runtime/tree	REQUIRED-UNCAPTURED V:TP-005; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-005	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;collections;foundation-api;runtime-input;scroll-parity;theme-paint	tablepro-connections	TASK-005;TASK-058;TASK-061;TASK-064;TASK-069
TP-006	tablepro	Connection failures retry	tablepro-scenarios.tsv#TP-006; O:connections.rs:384,509	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	error/button/runtime	REQUIRED-UNCAPTURED V:TP-006; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-006	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;foundation-api;runtime-input;theme-paint	tablepro-connections	TASK-005;TASK-058;TASK-064;TASK-069
TP-007	tablepro	Connection unreachable	tablepro-scenarios.tsv#TP-007; O:connections.rs:384;app_tests.rs:148	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	error/button	REQUIRED-UNCAPTURED V:TP-007; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-007	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;runtime-input;theme-paint	tablepro-connections	TASK-005;TASK-058;TASK-064;TASK-069
TP-008	tablepro	Connection new invalid	tablepro-scenarios.tsv#TP-008; O:connections.rs:89,246,573	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	form/validation	REQUIRED-UNCAPTURED V:TP-008; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-008	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	fields-edit;runtime-input;theme-paint	tablepro-connections	TASK-005;TASK-058;TASK-064;TASK-069
TP-009	tablepro	Connection basic choices	tablepro-scenarios.tsv#TP-009; O:connections.rs:108,573	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	select/radio/form	REQUIRED-UNCAPTURED V:TP-009; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-009	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	fields-edit;runtime-input;theme-paint	tablepro-connections	TASK-005;TASK-058;TASK-064;TASK-069
TP-010	tablepro	Connection password and paste	tablepro-scenarios.tsv#TP-010; O:connections.rs:108,860	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	input/checkbox	REQUIRED-UNCAPTURED V:TP-010; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-010	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	fields-edit;runtime-input;text-core;theme-paint	tablepro-connections	TASK-005;TASK-058;TASK-064;TASK-069
TP-011	tablepro	Connection advanced	tablepro-scenarios.tsv#TP-011; O:connections.rs:62,573,1117	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	tabs/form/textarea/toggle	REQUIRED-UNCAPTURED V:TP-011; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-011	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	collections;fields-edit;runtime-input;text-core;theme-paint	tablepro-connections	TASK-005;TASK-058;TASK-064;TASK-069
TP-012	tablepro	Connection test success and failure	tablepro-scenarios.tsv#TP-012; O:connections.rs:384,573	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	form/progress/error	REQUIRED-UNCAPTURED V:TP-012; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-012	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;fields-edit;runtime-input;theme-paint	tablepro-connections	TASK-005;TASK-058;TASK-064;TASK-069
TP-013	tablepro	Connection save edit cancel	tablepro-scenarios.tsv#TP-013; O:connections.rs:509,689	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	form/input/button	REQUIRED-UNCAPTURED V:TP-013; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-013	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;fields-edit;runtime-input;text-core;theme-paint	tablepro-connections	TASK-005;TASK-058;TASK-064;TASK-069
TP-014	tablepro	Connection duplicate delete	tablepro-scenarios.tsv#TP-014; O:connections.rs:509,551	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	dialog/button/tree	REQUIRED-UNCAPTURED V:TP-014; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-014	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;collections;output-text;overlays;runtime-input;scroll-parity;theme-paint	tablepro-connections	TASK-005;TASK-058;TASK-064;TASK-069
TP-015	tablepro	Connection empty list	tablepro-scenarios.tsv#TP-015; O:connections.rs:551,918	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	empty/tree/focus	REQUIRED-UNCAPTURED V:TP-015; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-015	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;collections;runtime-input;scroll-parity;theme-paint	tablepro-connections	TASK-005;TASK-058;TASK-064;TASK-069
TP-016	tablepro	Connection save and connect	tablepro-scenarios.tsv#TP-016; O:connections.rs:689	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	form/runtime	REQUIRED-UNCAPTURED V:TP-016; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-016	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	fields-edit;foundation-api;runtime-input;theme-paint	tablepro-connections	TASK-005;TASK-058;TASK-061;TASK-064;TASK-069
TP-017	tablepro	Workbench initial and focus ring	tablepro-scenarios.tsv#TP-017; O:workbench.rs:99,1208;app.rs:558	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	focus/panel/footer	REQUIRED-UNCAPTURED V:TP-017; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-017	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;runtime-input;theme-paint	tablepro-explorer-tabs	TASK-005;TASK-059;TASK-061;TASK-064;TASK-069
TP-018	tablepro	Explorer lazy expand	tablepro-scenarios.tsv#TP-018; O:workbench.rs:133,200,332,604	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	tree/scrollbar	REQUIRED-UNCAPTURED V:TP-018; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-018	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	collections;runtime-input;scroll-parity;theme-paint	tablepro-explorer-tabs	TASK-005;TASK-059;TASK-061;TASK-064;TASK-069
TP-019	tablepro	Explorer filter refresh schema	tablepro-scenarios.tsv#TP-019; O:workbench.rs:604;app.rs:779	inert painted filter; M:apps/tablepro/src/app.rs	input/tree	REQUIRED-UNCAPTURED V:TP-019; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-019	TP-FILTER-PAINT: paint_legacy_filter does not create oracle editable search control	collections;fields-edit;runtime-input;scroll-parity;text-core;theme-paint	tablepro-explorer-tabs	TASK-005;TASK-059;TASK-061;TASK-064;TASK-069
TP-020	tablepro	Explorer open keyboard	tablepro-scenarios.tsv#TP-020; O:app_tests.rs:165	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	tree/grid/tabs	REQUIRED-UNCAPTURED V:TP-020; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-020	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	collections;grid-parity;runtime-input;scroll-parity;theme-paint	tablepro-explorer-tabs	TASK-005;TASK-059;TASK-060;TASK-061;TASK-064;TASK-069
TP-021	tablepro	Explorer preview promotion	tablepro-scenarios.tsv#TP-021; O:workbench.rs:428,968	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	tree/tabs/identity	REQUIRED-UNCAPTURED V:TP-021; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-021	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	collections;foundation-api;runtime-input;scroll-parity;theme-paint	tablepro-explorer-tabs	TASK-005;TASK-060;TASK-061;TASK-064;TASK-069
TP-022	tablepro	Explorer drawer	tablepro-scenarios.tsv#TP-022; O:workbench.rs:1208;app_tests.rs:732	responsive composition regressed; M:apps/tablepro/src/app.rs	layout/focus	REQUIRED-UNCAPTURED V:TP-022; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-022	TP-DRAWER: main persistent split omits oracle width<100 body drawer and focus behavior	chrome;runtime-input;theme-paint	tablepro-explorer-tabs	TASK-005;TASK-059;TASK-061;TASK-064;TASK-069
TP-023	tablepro	Workbench maximize	tablepro-scenarios.tsv#TP-023; O:app.rs:708,779	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	split/layout/focus	REQUIRED-UNCAPTURED V:TP-023; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-023	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;runtime-input;theme-paint	tablepro-explorer-tabs	TASK-005;TASK-059;TASK-061;TASK-064;TASK-069
TP-024	tablepro	Tab cycling overflow	tablepro-scenarios.tsv#TP-024; O:app_tests.rs:573;app.rs:625,729	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	tabs/identity/focus	REQUIRED-UNCAPTURED V:TP-024; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-024	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	collections;foundation-api;runtime-input;theme-paint	tablepro-explorer-tabs	TASK-005;TASK-059;TASK-061;TASK-064;TASK-069
TP-025	tablepro	Tab list picker	tablepro-scenarios.tsv#TP-025; O:app.rs:1283,1444,1546	declared surfaces exceed mounted interactions; M:apps/tablepro/src/app.rs	picker/tabs	REQUIRED-UNCAPTURED V:TP-025; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-025	TP-OVERLAYS: Surface/keymap declarations insufficient; actual mount/update/dismiss paths must be restored	collections;overlays;runtime-input;scroll-parity;theme-paint	tablepro-explorer-tabs	TASK-005;TASK-059;TASK-063;TASK-064;TASK-069
TP-026	tablepro	No tabs	tablepro-scenarios.tsv#TP-026; O:workbench.rs:501,1277	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	empty/tabs	REQUIRED-UNCAPTURED V:TP-026; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-026	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;collections;runtime-input;theme-paint	tablepro-explorer-tabs	TASK-005;TASK-059;TASK-061;TASK-064;TASK-069
TP-027	tablepro	Grid traversal and scroll	tablepro-scenarios.tsv#TP-027; O:src/widgets/grid.rs:995;workbench.rs:778	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	grid/scroll	REQUIRED-UNCAPTURED V:TP-027; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-027	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	grid-parity;runtime-input;scroll-parity;theme-paint	tablepro-grid-filters-structure	TASK-005;TASK-060;TASK-063;TASK-064;TASK-069
TP-028	tablepro	Grid mouse scroll drag	tablepro-scenarios.tsv#TP-028; O:workbench.rs:1138,1163;src/widgets/grid.rs:1240	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	grid/scrollbar/hit	REQUIRED-UNCAPTURED V:TP-028; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-028	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	grid-parity;runtime-input;scroll-parity;theme-paint	tablepro-grid-filters-structure	TASK-005;TASK-060;TASK-063;TASK-064;TASK-069
TP-029	tablepro	Grid selection and copy	tablepro-scenarios.tsv#TP-029; O:src/widgets/grid.rs:995,1065,1124	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	grid/selection	REQUIRED-UNCAPTURED V:TP-029; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-029	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	fields-edit;grid-parity;runtime-input;scroll-parity;text-core;theme-paint	tablepro-grid-filters-structure	TASK-005;TASK-060;TASK-063;TASK-064;TASK-069
TP-030	tablepro	Grid sort tri-state	tablepro-scenarios.tsv#TP-030; O:app_tests.rs:193;workbench.rs:778	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	grid/model	REQUIRED-UNCAPTURED V:TP-030; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-030	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	grid-parity;runtime-input;scroll-parity;theme-paint	tablepro-grid-filters-structure	TASK-005;TASK-060;TASK-063;TASK-064;TASK-069
TP-031	tablepro	Grid inline edit commit cancel	tablepro-scenarios.tsv#TP-031; O:src/widgets/grid.rs:930;app_tests.rs:609;src/widgets/grid.rs:1213-1235,1300-1345	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	grid/input/identity	REQUIRED-UNCAPTURED V:TP-031; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-031	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	fields-edit;foundation-api;grid-parity;runtime-input;scroll-parity;text-core;theme-paint	tablepro-grid-filters-structure	TASK-005;TASK-060;TASK-063;TASK-064;TASK-069
TP-032	tablepro	Grid typed cells and nullability	tablepro-scenarios.tsv#TP-032; O:src/widgets/grid.rs:530,1085;tabs.rs:388	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	grid/validation	REQUIRED-UNCAPTURED V:TP-032; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-032	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	fields-edit;grid-parity;runtime-input;scroll-parity;theme-paint	tablepro-grid-filters-structure	TASK-005;TASK-060;TASK-063;TASK-064;TASK-069
TP-033	tablepro	Grid insert duplicate delete undo	tablepro-scenarios.tsv#TP-033; O:app_tests.rs:266;src/widgets/grid.rs:659,724,1122	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	grid/model	REQUIRED-UNCAPTURED V:TP-033; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-033	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	grid-parity;runtime-input;scroll-parity;theme-paint	tablepro-grid-filters-structure	TASK-005;TASK-060;TASK-063;TASK-064;TASK-069
TP-034	tablepro	Grid pending save preview	tablepro-scenarios.tsv#TP-034; O:app_tests.rs:609;app.rs:987,1113,1155	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	dialog/grid/history	REQUIRED-UNCAPTURED V:TP-034; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-034	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	grid-parity;output-text;overlays;runtime-input;scroll-parity;theme-paint	tablepro-grid-filters-structure	TASK-005;TASK-060;TASK-062;TASK-063;TASK-064;TASK-069
TP-035	tablepro	Grid mixed SQL and delete save	tablepro-scenarios.tsv#TP-035; O:model.rs:12,959;app.rs:987	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	grid/dialog/domain	REQUIRED-UNCAPTURED V:TP-035; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-035	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	grid-parity;output-text;overlays;runtime-input;scroll-parity;theme-paint	tablepro-grid-filters-structure	TASK-005;TASK-060;TASK-062;TASK-063;TASK-064;TASK-069
TP-036	tablepro	Grid discard refresh	tablepro-scenarios.tsv#TP-036; O:workbench.rs:778;app.rs:1797	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	grid/dialog	REQUIRED-UNCAPTURED V:TP-036; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-036	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	grid-parity;output-text;overlays;runtime-input;scroll-parity;theme-paint	tablepro-grid-filters-structure	TASK-005;TASK-060;TASK-062;TASK-063;TASK-064;TASK-069
TP-037	tablepro	Grid viewer and foreign key	tablepro-scenarios.tsv#TP-037; O:workbench.rs:818;app.rs:385,2485;src/widgets/grid.rs:570-578,1213-1235,1300-1345;db.rs:489-503,1010	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	grid/dialog/code	REQUIRED-UNCAPTURED V:TP-037; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-037	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	code-diff;grid-parity;output-text;overlays;runtime-input;scroll-parity;text-core;theme-paint	tablepro-grid-filters-structure	TASK-005;TASK-060;TASK-063;TASK-064;TASK-069
TP-038	tablepro	Grid fetch-more cap	tablepro-scenarios.tsv#TP-038; O:workbench.rs:799;src/widgets/grid.rs:1049	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	grid/pagination	REQUIRED-UNCAPTURED V:TP-038; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-038	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	grid-parity;runtime-input;scroll-parity;theme-paint	tablepro-grid-filters-structure	TASK-005;TASK-060;TASK-063;TASK-064;TASK-069
TP-039	tablepro	Filter create edit cancel	tablepro-scenarios.tsv#TP-039; O:app.rs:1372,1657,1747;app.rs:237-246,1657-1785	declared surfaces exceed mounted interactions; M:apps/tablepro/src/app.rs	filter/select/input/chips	REQUIRED-UNCAPTURED V:TP-039; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-039	TP-OVERLAYS: Surface/keymap declarations insufficient; actual mount/update/dismiss paths must be restored	collections;fields-edit;runtime-input;text-core;theme-paint	tablepro-grid-filters-structure	TASK-005;TASK-060;TASK-063;TASK-064;TASK-069
TP-040	tablepro	Filter operators types	tablepro-scenarios.tsv#TP-040; O:tabs.rs:42;app.rs:2345;app.rs:237-246,1657-1785	declared surfaces exceed mounted interactions; M:apps/tablepro/src/app.rs	select/form/filter	REQUIRED-UNCAPTURED V:TP-040; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-040	TP-OVERLAYS: Surface/keymap declarations insufficient; actual mount/update/dismiss paths must be restored	fields-edit;runtime-input;theme-paint	tablepro-grid-filters-structure	TASK-005;TASK-060;TASK-063;TASK-064;TASK-069
TP-041	tablepro	Filter invalid and empty	tablepro-scenarios.tsv#TP-041; O:app.rs:1747;tabs.rs:478;app.rs:237-246,1657-1785	declared surfaces exceed mounted interactions; M:apps/tablepro/src/app.rs	filter/empty	REQUIRED-UNCAPTURED V:TP-041; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-041	TP-OVERLAYS: Surface/keymap declarations insufficient; actual mount/update/dismiss paths must be restored	chrome;runtime-input;theme-paint	tablepro-grid-filters-structure	TASK-005;TASK-060;TASK-063;TASK-064;TASK-069
TP-042	tablepro	Filter chip controls ALL ANY	tablepro-scenarios.tsv#TP-042; O:workbench.rs:702;tabs.rs:164,478;workbench.rs:729-756,1061-1080;src/widgets/chips.rs:76-77,88-145,245	declared surfaces exceed mounted interactions; M:apps/tablepro/src/app.rs	chips/filter	REQUIRED-UNCAPTURED V:TP-042; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-042	TP-OVERLAYS: Surface/keymap declarations insufficient; actual mount/update/dismiss paths must be restored	collections;runtime-input;theme-paint	tablepro-grid-filters-structure	TASK-005;TASK-060;TASK-063;TASK-064;TASK-069
TP-043	tablepro	Structure sections	tablepro-scenarios.tsv#TP-043; O:tabs.rs:535,759;app_tests.rs:245	active mode marker inverted; structure rendering incomplete; M:apps/tablepro/src/app.rs	tabs/table/code	REQUIRED-UNCAPTURED V:TP-043; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-043	TP-STRUCTURE: main is_structure paints Data selected; restore controlled tabs and actual sections	code-diff;collections;grid-parity;runtime-input;scroll-parity;text-core;theme-paint	tablepro-grid-filters-structure	TASK-005;TASK-060;TASK-063;TASK-064;TASK-069
TP-044	tablepro	Structure mouse and read-only	tablepro-scenarios.tsv#TP-044; O:workbench.rs:702,1040;app_tests.rs:266	active mode marker inverted; structure rendering incomplete; M:apps/tablepro/src/app.rs	tabs/table/grid	REQUIRED-UNCAPTURED V:TP-044; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-044	TP-STRUCTURE: main is_structure paints Data selected; restore controlled tabs and actual sections	collections;grid-parity;runtime-input;scroll-parity;theme-paint	tablepro-grid-filters-structure	TASK-005;TASK-060;TASK-063;TASK-064;TASK-069
TP-045	tablepro	Query editor multiline and find	tablepro-scenarios.tsv#TP-045; O:tabs.rs:972,1333;app.rs:695,759	query/editor/result composition incomplete; M:apps/tablepro/src/app.rs	editor/split	REQUIRED-UNCAPTURED V:TP-045; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-045	TP-QUERY: three-row TextInput replaces CodeEditor; detailed error/Explain/history-like result paths require oracle restoration	chrome;code-diff;runtime-input;scroll-parity;text-core;theme-paint	tablepro-query-results	TASK-005;TASK-061;TASK-064;TASK-069
TP-046	tablepro	Query editor selection paste undo	tablepro-scenarios.tsv#TP-046; O:tabs.rs:1333;app.rs:584	query/editor/result composition incomplete; M:apps/tablepro/src/app.rs	editor/action-routing	REQUIRED-UNCAPTURED V:TP-046; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-046	TP-QUERY: three-row TextInput replaces CodeEditor; detailed error/Explain/history-like result paths require oracle restoration	code-diff;fields-edit;runtime-input;scroll-parity;text-core;theme-paint	tablepro-query-results	TASK-005;TASK-061;TASK-063;TASK-064;TASK-069
TP-047	tablepro	Completion auto manual accept	tablepro-scenarios.tsv#TP-047; O:app_tests.rs:307;tabs.rs:1233,1333;model.rs:567	query/editor/result composition incomplete; M:apps/tablepro/src/app.rs	editor/completion	REQUIRED-UNCAPTURED V:TP-047; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-047	TP-QUERY: three-row TextInput replaces CodeEditor; detailed error/Explain/history-like result paths require oracle restoration	code-diff;overlays;runtime-input;scroll-parity;text-core;theme-paint	tablepro-query-results	TASK-005;TASK-061;TASK-064;TASK-069
TP-048	tablepro	Completion aliases schemas mouse bounds	tablepro-scenarios.tsv#TP-048; O:model.rs:478,567;tabs.rs:1444	query/editor/result composition incomplete; M:apps/tablepro/src/app.rs	completion/layer/editor	REQUIRED-UNCAPTURED V:TP-048; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-048	TP-QUERY: three-row TextInput replaces CodeEditor; detailed error/Explain/history-like result paths require oracle restoration	code-diff;overlays;runtime-input;scroll-parity;text-core;theme-paint	tablepro-query-results	TASK-005;TASK-061;TASK-064;TASK-069
