id	source_document	historical_revision	decision_requirement	authority_status	implementation_commit	files_components	current_main_status	remaining_work	tests_gates	task_ids	source_ledger_row	relationship
HL-75-ARCHIVE	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	2ebe74c5 §75; historical-regeneration-approval	499HTML499PNG absent-only exact reviewed bytes; originals even empty immutable;998 complete including ignored	accepted-narrow-exception	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Apply accepted contract; reject/supersede: Unreviewed addition; edit/replace/rename/delete original; claim regenerated images original	Manifest SHA e2dcdb2952e5cbd283b841ce055962c4d961dfa967d43c879bdbc49a5abdb6cb; fail-close mutation evidence; no app acceptance authority	TASK-008;TASK-069	docs/refactoring-plan/history-late-obligations.tsv:56	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HL-METER-POLICY	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	d52ee38b ->29ed8e5e Meter amendment	MeterFillRest Color or ReferenceLift; compare resolved Canvas then Surface/Elevated then Field else Popover	accepted-superseding	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Apply accepted contract; reject/supersede: RaisedSurface semantic-enum dispatch; generic raise ladder; painted-role RGB inference	Aliased/reduced palettes exact order; typed HoverSurface provenance; Low Secondary/Stale Faint; Paper concrete rest	TASK-011;TASK-029	docs/refactoring-plan/history-late-obligations.tsv:57	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HL-METER-PROJECTION	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	Meter amendment;4afca16f/4a9dcab1	73 typed slots; concrete colors72 for symbolic Junie; actual last projection and sticky eligibility; explicit custom precedence	accepted	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Apply accepted contract; reject/supersede: Positional inference variable colors list; reattach mutated slot on quantization collision	Missing target chains/custom mutations/clones/same-level no-op; semantic slot coverage	TASK-011	docs/refactoring-plan/history-late-obligations.tsv:58	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HL-METER-PINS	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	c62ec8d3 meter_defaults diff	Seven of16 preservation integers changed; prose says unchanged pending review	current-evidence-gap	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Apply accepted contract; reject/supersede: Current test success accepted as immutable product parity	Reconstruct canonical before/after cells from pinned Sep10 oracle and reconcile provenance before baseline acceptance	TASK-008;TASK-029	docs/refactoring-plan/history-late-obligations.tsv:59	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HL-SCROLL	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	da4b1364 unnumbered amendment	Scrollbar_visible default true, false full area1x1 min/no chrome/no pointer parts; wheel/reveal active; release hidden active thumb	accepted	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Apply accepted contract; reject/supersede: Discarded setter argument; content-width reservation when hidden	Direct ScrollRegion contract plus NavList forwarding; hidden-bar pointer consumed no scrolling; hide-mid-drag release	TASK-014	docs/refactoring-plan/history-late-obligations.tsv:60	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HL-GOAL	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	efada044 REFACTORING_GOAL;7b27732a STATE tail;PLANNING_GOAL	Architecture survives old execution order; current planning oracle Sep10 Holla governs every visible behavior	amended-authority	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Apply accepted contract; reject/supersede: Old slice-order blockers; consolidation red-parity disposition used as completion permission; historical polish exceptions	Retain inherited red evidence and exact recipe disposition; planned execution must restore oracle with new architecture	TASK-069	docs/refactoring-plan/history-late-obligations.tsv:61	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM01	COMPONENT_ARCHITECTURE.md;docs/reviews/findings-from-documentation.md	70dacec1 §31;later §70	Every resolvable recipe including undeclared custom-family neutral gets readable mono semantics; test resolution not the same incomplete enumeration as production	accepted_invariant_mechanism_superseded_by_static_fallback	main §70	crates/tui/src/theme	retain_verify	Cross custom-family and mono axes including replaced empty Recipes; retain static resolver rather than append copied rules	neutral resolve focus/error/disabled; static mono proofs	TASK-011;TASK-031	docs/refactoring-plan/history-middle-obligations.tsv:2	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM02	COMPONENT_ARCHITECTURE.md;docs/reviews/findings-from-documentation.md	70dacec1 §31.3–5	Neutral substitutes for a missing family rather than becoming a seventh/base cascade layer; sparse declared families remain authored sparse recipes	accepted;wider_F5_redesign_unresolved	none_required	Theme::define_family;override_family;define_variant;override_variant	preserve_current_contract	Explicitly dispose empty-edit sparse-family footgun; do not silently insert neutral below defined families	custom family replace-vs-fallback tests	TASK-011	docs/refactoring-plan/history-middle-obligations.tsv:3	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM03	COMPONENT_ARCHITECTURE.md	70dacec1 §32.3	RowUi cell-owning glyph methods distinguish Clear blank reserved width from Inherit no automatic glyph	accepted	52da837 historical_wave1	collection/rowui.rs	retain_verify	Pin marker/gutter/part plus wide glyph geometry; label methods retain their separate contract	Slot Set/Clear/Inherit visual width and adjacent-cell proof	TASK-015	docs/refactoring-plan/history-middle-obligations.tsv:4	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM04	COMPONENT_ARCHITECTURE.md	70dacec1 §32.2;15371443 §32.2	Approved reserved-pad brackets have one shared implementation; role mentions/delegation are allowed; Choice in-run bracket remains separate unresolved geometry	accepted;Choice_unresolved	main components/mod.rs	Button;Tabs;ChipBar;Choice	partial_explicit_exception	Keep helper and byte-stable pads; record oracle-backed Choice disposition without blanket exemption	bracket helper AST gate; pressed vs focus mono geometry	TASK-015;TASK-018	docs/refactoring-plan/history-middle-obligations.tsv:5	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM05	COMPONENT_ARCHITECTURE.md	9486b654 §33.1–2;0f018368	PARTS is exact component-owned resolution set including same-id composition; arbitrary caller row parts stay row-owned	accepted_target_not_implemented	absent_at_main	ui/mod.rs:96;tests/conformance.rs:4396	broken_instrumentation	Add truthful component/row provenance and resolution ownership; never fabricate derived ids to hide caller queries	attributed query union equals PARTS; row custom Part negative tests	TASK-031;TASK-073	docs/refactoring-plan/history-middle-obligations.tsv:6	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM06	COMPONENT_ARCHITECTURE.md	9486b654 §33.3–4	Remove extra-part escape hatch; conditional parts proven by default/state/empty/disabled/narrow/real-activation fixture sweep	accepted	absent_at_main	tests/conformance.rs:4396;:4461	broken_subset_with_extra	Generate exact set assertion; declare composed parts explicitly; honor genuine conditional production paths	missing declared part; undeclared painted part; legitimate composition mutation negatives	TASK-031;TASK-073	docs/refactoring-plan/history-middle-obligations.tsv:7	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM07	COMPONENT_ARCHITECTURE.md	9486b654 §33.6;audit 2c848f9e §41.1	Suite-level PARTS and degenerate checks derive from the same conformance registry; no hand-maintained unchecked call list	accepted	absent_for_parts_at_main	tests/conformance.rs:4461	partial_manual_omissions	Include Probe/Dialog/Props/PropsList and every future registration structurally	remove/new registry case must alter generated parts+zero-area coverage	TASK-031;TASK-073	docs/refactoring-plan/history-middle-obligations.tsv:8	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM08	COMPONENT_ARCHITECTURE.md	9486b654 §33.5;15371443	Explicit patch_part hook is future ordering hardening; ebfa8b8 recorded selected part plus unchanged sibling closes covered TextArea FIELD query proof	amended_optional_hook	ebfa8b8	conformance driver;TextArea	query_proof_present_visible_proof_separate	Do not require optional hook as missing API; prove actual advertised override paint separately from covered queries	selected Resolved differs; sibling/theme unchanged; visible slot/patch fixtures	TASK-031;TASK-073	docs/refactoring-plan/history-middle-obligations.tsv:9	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM09	COMPONENT_ARCHITECTURE.md	9486b654 §33.7;de817f26 §45.5	Painting queries must be observable with truthful owner; measure-only resolve cannot silently bypass instance patch precedence or styling instrumentation	accepted_target_open	main ui/mod.rs opt-in note_styled	Ui;PartStyle;RowUi;author components	partial_underrecording_possible	Close zero and partial unrecorded painting paths; retain pure measurement outside instance precedence	custom author component; zero-query rejection; painted glyph instance patch	TASK-031;TASK-073	docs/refactoring-plan/history-middle-obligations.tsv:10	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM10	COMPONENT_ARCHITECTURE.md	9486b654 §34;later §74	Terminal boundary narrows authored/requested color ceiling; deterministic Theme Runtime Harness Scene constructors do not read environment	accepted_amended	main run/session	Theme;ColorLevel;TerminalSession;four app launchers	retain_verify	Preserve authored palettes and pure canonical labeling; reconcile flags with oracle explicitly	TERM dumb; force/nonzero; NO_COLOR nonempty/empty; stdout tty; unset TERM; pre-downgraded theme	TASK-009	docs/refactoring-plan/history-middle-obligations.tsv:11	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM11	COMPONENT_ARCHITECTURE.md	9486b654 §34.3	Capability detection has pure argument-based environment decision table; dumb outranks force; force outranks NO_COLOR/pipe; downgrade idempotent	accepted	main theme	ColorLevel;Theme	retain_verify	Test independent precedence intersections and repeat narrowing; no test env mutation required	pure from_env table; equal-level idempotence; never widen	TASK-009	docs/refactoring-plan/history-middle-obligations.tsv:12	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM12	COMPONENT_ARCHITECTURE.md	9486b654 §34.4;later §40 correction	Capture must actually route through capability-aware runtime and propagate requested theme/color; flags and labels alone prove nothing	accepted	later capture implementation	tools/capture.sh;xtask;app main	needs_oracle_capture_verification	Full executable mono capture with contradictory truecolor env proving effective downgrade; matching metadata	PTY color matrix plus canonical frame metadata equality	TASK-009;TASK-070	docs/refactoring-plan/history-middle-obligations.tsv:13	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM13	COMPONENT_ARCHITECTURE.md	afc60678 §35.1	Ui::scroll_region convenience rejected; components compose ScrollRegion directly without collection-to-component layering inversion	rejected_api	none	Ui;ScrollRegion;collection	preserve_absence	No convenience revival or duplicate app scrollbar infrastructure	public API and dependency boundary scan	TASK-014	docs/refactoring-plan/history-middle-obligations.tsv:14	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM14	COMPONENT_ARCHITECTURE.md	afc60678 §35.2;0f018368	Executable doc claims implemented or explicitly open; suppressions require kind/owner/expiry and stale/duplicate checks	accepted_partial	later doc-check stale/duplicate implementation	xtask doc check;allow file	metadata_obligation_open	Retain stale/duplicate failure; explicit scoped suppressions rather than blanket type silencing	unresolved name; expired/satisfied/no-hit/duplicate suppression mutation probes	TASK-068;TASK-072	docs/refactoring-plan/history-middle-obligations.tsv:15	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM15	COMPONENT_ARCHITECTURE.md	afc60678 §35.3	Complete ASCII glyph table and whole-set single-byte width-one assertion; scrollbar/rule fields included; border-only U+2500 exclusion insufficient	accepted_unfinished_mapping_review	main glyph.rs:349 only partial assertion	theme/glyph.rs;builder.rs	partial	Oracle-backed disposition for all glyph roles and spinner distinction; independent review of any unresolved mapping without redesign	all roles and typed set fields ASCII and width1; sticky call-order semantics	TASK-011	docs/refactoring-plan/history-middle-obligations.tsv:16	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM16	COMPONENT_ARCHITECTURE.md	838f25e0 §36;4d262110 §49	First-generation baseline is not visual approval; frame content requires review; values need direct semantic assertions before a hash can protect them	accepted_strengthened_by_PLANNING_GOAL	bfcf5e4 historical	baseline tooling;conformance;reference capture	retain_stronger_oracle_contract	Generate trusted reference only from immutable oracle; inspect complete frames/cells including style	trusted canonical equality; semantic status/selection/geometry assertions	TASK-008;TASK-066	docs/refactoring-plan/history-middle-obligations.tsv:17	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM17	COMPONENT_ARCHITECTURE.md	838f25e0 §36.3;4d262110 §49.1	First failing test is not complete moved-cell inventory; enumerate all keys rather than infer from panic count	accepted	bfcf5e4 measured22_not24	capture/comparison runner	retain_verify	Complete case set and all mismatch artifacts; unknown cells must fail coverage	multi-axis multiple-mismatch fixture; exact scenario/key-set equality	TASK-008;TASK-066	docs/refactoring-plan/history-middle-obligations.tsv:18	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM18	COMPONENT_ARCHITECTURE.md	838f25e0 §36.5;4d262110 §49.2–4	Exact added/moved ledger set, no first-generation reuse, explicit truecolor scope, frozen evidence immutability and declared blocker refusal	accepted_historical_guard;oracle_stricter	bfcf5e4	xtask bless-guard;trusted evidence	retain_verify	Historical approvals cannot bless new oracle drift; protect evidence and verifier scope outside executor writes	perturbed frozen file; repeated key; missing accounting; forbidden scope; live blocker negatives	TASK-008;TASK-069	docs/refactoring-plan/history-middle-obligations.tsv:19	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM19	COMPONENT_ARCHITECTURE.md	4d262110 §49.6	Baseline guard requires genuine predecessor/base on pushes and PRs; never fall back to comparing clean HEAD with itself	accepted	bfcf5e4	CI;xtask base resolver	retain_verify	Fail missing/unresolvable/identity base; validate final integration exact parent and trusted oracle independently	direct-push and PR-base test; intentional movement must be detected	TASK-008;TASK-069	docs/refactoring-plan/history-middle-obligations.tsv:20	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM20	COMPONENT_ARCHITECTURE.md	8ee99771 §37	Architecture guards parse structure rather than comments/substring mentions: conformance macro, unsafe attributes/impls, Grid capability signatures	accepted	wave1 xtask AST corrections	xtask architecture	retain_verify	Keep multi-line/whitespace/generic/comment adversarial probes; missing due subject fails	comment-only attribute/registration; split unsafe tokens; absent Grid negatives	TASK-065;TASK-072	docs/refactoring-plan/history-middle-obligations.tsv:21	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM21	COMPONENT_ARCHITECTURE.md	8ee99771 §37.2–3	Dependency ownership asserted on every root path; todo check cannot exempt real todo on self-naming line	accepted_obligation	current source mapping required	dependency tree guard;todo guard	verification_gap	Prove mixed legal/illegal root paths fail and real todo beside checker name fails	multi-root dependency fixture; comment/self-reference and real invocation discrimination	TASK-065;TASK-072	docs/refactoring-plan/history-middle-obligations.tsv:22	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM22	COMPONENT_ARCHITECTURE.md	739754c7 §38;later §§64/72	REPORTS_STATUS declares real readiness capability and actual symbol affordance; reason strings cannot excuse capability-required states	accepted_amended	main conformance/runtime	status accepting components;Fixture	retain_verify	Cover Ready Busy Loading Error with actual semantic props and real symbols; Spinner retains honest no-not-spinning narrowing	caps imply ICON/status states; both color and mono distinction; zero empty fixture bypass	TASK-031	docs/refactoring-plan/history-middle-obligations.tsv:23	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM23	COMPONENT_ARCHITECTURE.md	7f7cc6ac §39;later §72	Reference forcing substitutes runtime presentation flags without erasing caller semantic state; all registrations suppressed through central Ui scope	accepted_operator;local_APIs_superseded	a1759b2a central reference	Ui::reference;ReferenceTarget;all components	retain_verify	Exact component/item/part reference; preserve error/checked/readiness; absence vs empty reference explicit	runtime-vs-derived disagreement; stale hover replacement; props survive; inert subtree	TASK-010;TASK-031	docs/refactoring-plan/history-middle-obligations.tsv:24	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM24	COMPONENT_ARCHITECTURE.md	7f7cc6ac §39.5;4d262110 §49.5	Recipe-state rule reachability and readiness pairwise value distinction require direct proofs; exemptions invert when satisfied	accepted	main theme tests mapping required	theme recipes;conformance;progress done	proof_mapping_required	Match each rule or explicitly dispose obsolete rule; no existence-only naming proof	PROGRESS ICON CHECKED; Ready/Busy/Loading/Error all axes; stale exemption negative	TASK-031	docs/refactoring-plan/history-middle-obligations.tsv:25	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM25	COMPONENT_ARCHITECTURE.md	a3fe79b1 §40.1;2399c1ad §42.2;0f018368	Doc scanner covers migration/rejected alternatives/known tradeoffs and open-ended adjudications, both numbered heading syntaxes	accepted_unfinished	main xtask:7318 excludes18–20	xtask/src/main.rs	broken_scope	Include §§18–20; prove executable references inserted in each formerly invisible region fail	bad references at18/19/20/29/latest future section; both heading forms	TASK-068;TASK-072	docs/refactoring-plan/history-middle-obligations.tsv:26	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM26	COMPONENT_ARCHITECTURE.md	a3fe79b1 §40.1;0f018368	Documented architecture gate table and executable CHECKS registry must agree	accepted_open	0f018368 admits no comparison	xtask CHECKS;architecture.md §16.5	missing_structural_comparison	Map each authoritative gate to dispatch and test wrapper or explicit live deferral	delete dispatch/wrapper/table row; extras and mismatches detectable	TASK-068;TASK-072	docs/refactoring-plan/history-middle-obligations.tsv:27	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM27	COMPONENT_ARCHITECTURE.md	a3fe79b1 §40.3	Lint report after first lib failure is partial; dependency failures do not prove downstream targets clean	accepted_verification_rule	none	CI all-target clippy	retain_verification_design	Require complete lib then downstream target checks on candidate; preserve exact -D warnings flags	all-target all-feature/no-default gates; full successful run required	TASK-069	docs/refactoring-plan/history-middle-obligations.tsv:28	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM28	COMPONENT_ARCHITECTURE.md	2c848f9e §§41.2–4;1b580d74 §43.1–2	Named external example inventory, actual executable assertions, exact signatures and visibility matter; a coincidental example count/name-only doc scan is insufficient	accepted	main external examples	crates/tui/examples;author facade;xtask	retain_strengthen	Map canonical examples1–13 to compiling production public APIs and run tests for behavioral claims	deleted named example; wrong arity/private export; reversed-specificity order assertion	TASK-068;TASK-072	docs/refactoring-plan/history-middle-obligations.tsv:29	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM29	COMPONENT_ARCHITECTURE.md	2c848f9e §41.5;2399c1ad §42.1	Curated facade allows downstream sizing overlays to name LayerSize/PartMetrics; components implementation module private; author reexports match deliberate contract	accepted	main facades	lib.rs;author.rs;theme/layout	retain_verify	External compile proof; dispose resolve_anchor/backdrop_area escape explicitly; no accidental component public path	facade visibility and exact dependency tests; author sizing component compile	TASK-068	docs/refactoring-plan/history-middle-obligations.tsv:30	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM30	COMPONENT_ARCHITECTURE.md	2399c1ad §42.2	Testing crate APIs and public visibility/signatures need actual doc checks; permanent other-crate allowlisting is insufficient	accepted	current mapping needed	xtask;crates/tui-testing	partial_or_unverified	Compile Harness/Scene/Fixture/Caps documentation and public examples; declarations cannot resolve against private names	private-name/arity/absent testing-API fixtures	TASK-068;TASK-072	docs/refactoring-plan/history-middle-obligations.tsv:31	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM31	COMPONENT_ARCHITECTURE.md	2399c1ad §42.5–6	Update design/documentation from reconciled accepted contract; independent review attacks falsifiable questions and shared bug/test enabling conditions	accepted	planning review pending	DESIGN.md;guides;review artifacts	future_execution_and_plan_review	Document immutable oracle behavior and architecture separately; independent mutated-gate tests; no self-report closure	fresh architecture and separate visual review; named rejection conditions	TASK-068;TASK-069	docs/refactoring-plan/history-middle-obligations.tsv:32	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM32	COMPONENT_ARCHITECTURE.md	1b580d74 §43.3	Seed danger/warning/success cascade into syntax/meter was an open question; limited setters and untouched-role inheritance already pinned	unresolved_proposal_preserve_existing	none	ThemeBuilder;03_partial_theme	do_not_silently_expand	Record conservative disposition preserving current and oracle authored values; broader API redesign is not implied	untouched token byte equality; explicit downstream overrides	TASK-011	docs/refactoring-plan/history-middle-obligations.tsv:33	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM33	COMPONENT_ARCHITECTURE.md	1b580d74 §43.4	Custom-theme examples legitimately contain authored literal colors but example exclusion must be explicit and cannot grant app palette bypass	accepted_scope_clarification	main examples	xtask scan roots;custom theme examples	retain_documented_scope	Limit exemption to theme authoring demonstration and prove production apps remain semantic	literal color in app fails; custom-theme sample compiles	TASK-011;TASK-068	docs/refactoring-plan/history-middle-obligations.tsv:34	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM34	COMPONENT_ARCHITECTURE.md;docs/audit/legacy-test-disposition.md	e6eaca48 §44;3fa382cb	247 legacy tests require individual assertion/workload dispositions; aggregate new count and same benchmark name cannot prove preservation	accepted	3fa382cb inventory	all components;three old apps;perf	historical_map_needs_current_reconciliation	Map 76 lib/33 showcase/41 tablepro/67 jackin/30 perf assertions including split successors and reasoned removals	machine per-test set equality and current named successor verification	TASK-007;TASK-066;TASK-071	docs/refactoring-plan/history-middle-obligations.tsv:35	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM35	COMPONENT_ARCHITECTURE.md;docs/audit/legacy-test-disposition.md	GAP-1;36468976 §47.4;later a1759b2a	Brand clickable registration/hover/click preserved; plain lockup remains inert and default fixture may retain empty Caps	accepted	a1759b2a historical_closure	Brand	retain_verify	Production click-only branch both positive and negative; no invented keyboard activation	Brand click hit PartRef hover paint; plain no registration	TASK-027	docs/refactoring-plan/history-middle-obligations.tsv:36	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM36	COMPONENT_ARCHITECTURE.md;docs/audit/legacy-test-disposition.md	GAP-2;36468976 §47.1–3;later §73	Disabled absorbs hover/pointer presentation structurally; recipe ordering/conflict tests alone miss disjoint slots and variant-over-family effects	accepted_amended_by73	later runtime pointer contract	runtime;theme;Button and all controls	retain_verify	Use current §73 ownership and oracle reconciliation; test disabled overlay opacity and capture transition separately	DISABLED vs DISABLED|HOVERED equality; overlapping target; owner becomes disabled during capture	TASK-010;TASK-031	docs/refactoring-plan/history-middle-obligations.tsv:37	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM37	docs/audit/legacy-test-disposition.md	GAP-3 3fa382cb	Focus adds weight without changing background plane; hover and focus remain distinct	accepted_UI_invariant_subject_to_oracle	current tests mapping needed	theme;Button;Showcase	proof_required	Assert actual foreground/background/modifiers rather than distinct hash only	base.bg==focus.bg; hover plane; focus BOLD; matching oracle state	TASK-011	docs/refactoring-plan/history-middle-obligations.tsv:38	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM38	docs/audit/legacy-test-disposition.md	GAP-4 3fa382cb	HintBar truncation draws overflow marker and wide row does not	accepted_UI_invariant	current tests mapping needed	HintBar	proof_required	Compare rendered ellipsis and drop order/width at narrow and full widths	painted marker present/absent plus fitting counts	TASK-028	docs/refactoring-plan/history-middle-obligations.tsv:39	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM39	docs/audit/legacy-test-disposition.md	GAP-5 3fa382cb	Meter threshold tone reaches painted foreground at all ladder rungs	accepted	current tests mapping needed	Meter;theme meter roles	proof_required	Exercise ratios around all thresholds and authored policy at every color capability	actual run color at50/70/95 and boundaries; oracle cells	TASK-029	docs/refactoring-plan/history-middle-obligations.tsv:40	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM40	docs/audit/legacy-test-disposition.md	GAP-6 3fa382cb	Meter Block background share/value on-fill color plus no-ratio value-only and explicit Series paths remain covered	accepted	current tests mapping needed	Meter	proof_required	Do not let single ratio line-mode matrix stand for unexecuted alternate painter branches	Block fill/text inversion; ratio absent; explicit tone; Series	TASK-029	docs/refactoring-plan/history-middle-obligations.tsv:41	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM41	docs/audit/legacy-test-disposition.md	GAP-7 3fa382cb	Library Stale/Unknown meter behavior survives while Warning/Exhausted/Refreshing domain lifecycle belongs in Jackin	accepted_boundary	current tests mapping needed	Meter;Jackin usage/status	proof_required	Separate generic paint from app lifecycle and preserve all old six-tone observable cases	Stale/Unknown library fixtures; app lifecycle markers and labels	TASK-029;TASK-053	docs/refactoring-plan/history-middle-obligations.tsv:42	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM42	docs/audit/legacy-test-disposition.md;COMPONENT_ARCHITECTURE.md	GAP-8;36468976 §47.4	StatusBar groups start/end at exact side padding and keep declared order; prove geometry from painted buffer	accepted	historical gap_closed	StatusBar	retain_verify	Left x+1 right width-1 center between; oracle narrow and offset-origin composition	painted coordinates; deliberate wrong alignment fails	TASK-028	docs/refactoring-plan/history-middle-obligations.tsv:43	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM43	docs/audit/legacy-test-disposition.md	GAP-9 3fa382cb	Last StatusBar survivor is actually ellipsis-truncated to fit, not merely retained by keep-mask	accepted	current tests mapping needed	StatusBar	proof_required	Paint tight width with long mandatory identity and verify adjacent content not overwritten	survivor width bound and ellipsis cells	TASK-028	docs/refactoring-plan/history-middle-obligations.tsv:44	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM44	docs/audit/legacy-test-disposition.md	GAP-10/11 3fa382cb	Tabs active underline/plane/no gutter and distinct hover/cursor/active weight/plane relationships remain observable	accepted_UI_invariant	current tests mapping needed	Tabs;theme;app tab strips	proof_required	Exact oracle visual grammar with keyed suffix through caller RowUi; no legacy TabItem revival	active-only accent rule; no gutter; hover vs cursor weight; suffix after label	TASK-020	docs/refactoring-plan/history-middle-obligations.tsv:45	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM45	docs/audit/legacy-test-disposition.md;COMPONENT_ARCHITECTURE.md	GAP-12;§51 3adb6efe	StatusBar keyed hovered label alone lifts; keyboard suppresses hover; blank/unkeyed pointer restores every label to base	accepted	e72aef5	StatusBar;FrameRead hovered_part	retain_verify	Real move/key sequence and unkeyed/blank negative; central reference for forced component-wide sample	status_bar_hover integration plus no-hover target proof	TASK-028	docs/refactoring-plan/history-middle-obligations.tsv:46	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
